DOI,grantid__bmgf,publisher_simple,journal,journal_oa_type,published_date,oa_status,publisher_license_best,apc_cost,invoice_number,invoice_date,invoice_year
10.1016/j.isci.2023.106166,OPP1144,elsevier,iScience,gold,2023-03-01,gold,cc-by,1500,1289170,2023-03-08,2023
10.1016/j.gfs.2023.100680,INV-018221,elsevier,Global Food Security,transformative,2023-03-01,hybrid,cc-by,3650,1289170,2023-03-08,2023
10.1016/j.agsy.2023.103611,OPP1108547,elsevier,Agricultural Systems,transformative,2023-03-01,hybrid,cc-by,3820,1289170,2023-03-08,2023
10.1136/bmjopen-2021-059937,OPP1181398,bmj,BMJ Open,gold,2023-03-01,gold,cc-by,2370,APC600398039,2023-03-14,2023
10.1016/j.idm.2023.02.002,INV-005834,elsevier,Infectious Disease Modelling,gold,2023-03-01,gold,cc-by,1000,1289170,2023-03-08,2023
10.1016/j.omtm.2023.02.004,INV-017542,elsevier,Molecular Therapy - Methods &amp; Clinical Development,gold,2023-03-01,gold,cc-by,3900,1289170,2023-03-08,2023
10.1016/j.vaccine.2023.01.071,OPP1134339,elsevier,Vaccine,transformative,2023-03-01,hybrid,cc-by,3350,1289170,2023-03-08,2023
10.1016/j.cell.2023.01.043,INV-002178,elsevier,Cell,transformative,2023-03-01,hybrid,cc-by,9900,1289170,2023-03-08,2023
10.1016/j.cell.2023.02.001,,elsevier,Cell,transformative,2023-03-01,hybrid,cc-by,9900,1289170,2023-03-08,2023
10.1021/acs.nanolett.2c03015,OPP1113682,american chemical society,Nano Letters,transformative,2023-03-01,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1136/bmjopen-2022-068427,OPP1164115,bmj,BMJ Open,gold,2023-03-01,gold,cc-by,2410,APC600396845,2023-03-08,2023
10.1016/j.xpro.2022.102002,OPP1;OPP1032518;OPP1032548;INV-026519;OPP1193840,elsevier,STAR Protocols,gold,2023-03-01,gold,cc-by,1130,1284170,2023-02-06,2023
10.1016/s2214-109x(22)00549-6,OPP1066146,elsevier,The Lancet Global Health,gold,2023-03-01,gold,cc-by,5500,1289170,2023-03-08,2023
10.1016/s2666-7568(23)00019-3,OPP1152504,elsevier,The Lancet Healthy Longevity,gold,2023-03-01,gold,cc-by,5500,1292170,2023-06-22,2023
10.1016/s2542-5196(23)00028-1,OPP1137224,elsevier,The Lancet Planetary Health,gold,2023-03-01,gold,cc-by,5500,1292170,2023-06-22,2023
10.1136/bmjgh-2022-009553,,bmj,BMJ Global Health,gold,2023-03-01,gold,cc-by,3600,APC600395767,2023-08-25,2023
10.1371/journal.ppat.1011155,,plos,PLOS Pathogens,gold,2023-03-01,gold,cc0,2660,PAB 356703.00,2023-05-25,2023
10.3390/agronomy13030730,OPP1093845,mdpi,Agronomy,gold,2023-02-28,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.1093/pnasnexus/pgad051,OPP1217336,oxford university press,PNAS Nexus,gold,2023-02-28,gold,cc-by,4000,E16024763,2023-02-20,2023
10.1021/acsami.2c17208,OPP1154682,american chemical society,ACS Applied Materials &amp; Interfaces,transformative,2023-02-28,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1093/g3journal/jkad045,INV-003439,oxford university press,G3 Genes|Genomes|Genetics,gold,2023-02-27,gold,cc-by,2220,E16049272,2023-03-01,2023
10.3389/fendo.2023.1115833,,frontiers,Frontiers in Endocrinology,gold,2023-02-27,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.3389/frph.2023.1073492,OPP1132929,frontiers,Frontiers in Reproductive Health,gold,2023-02-27,gold,cc-by,2080,2023-0887541-1,2023-03-08,2023
10.12688/f1000research.131230.1,OPP1202541,f1000 research ltd,F1000Research,gold,2023-02-27,gold,cc-by,1080,6686127958,2023-03-14,2023
10.1186/s12937-023-00842-z,OPP1194964,springer/nature/bmc,Nutrition Journal,gold,2023-02-27,gold,cc-by,3380,6106645726,2023-03-08,2023
10.3390/agronomy13030682,,mdpi,Agronomy,gold,2023-02-26,gold,cc-by,1890,BMGF_Q1.2023,2023-04-09,2023
10.1371/journal.pone.0280814,OPP1134248,plos,PLOS ONE,gold,2023-02-24,gold,cc-by,1810,PAB 354406.00,2023-04-14,2023
10.3390/vaccines11030536,INV-003813,mdpi,Vaccines,gold,2023-02-24,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.3920/wmj2021.2758,OPP1007117,wageningen academic publishers,World Mycotoxin Journal,transformative,2023-02-24,bronze,cc-by,2110,20220631,2022-05-12,2022
10.3389/fpubh.2023.1054559,INV-037646;INV-035424;INV-035932;INV-038498,frontiers,Frontiers in Public Health,gold,2023-02-24,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1186/s12939-022-01819-w,INV-007594,springer/nature/bmc,International Journal for Equity in Health,gold,2023-02-24,gold,cc-by,3560,6106637165,2023-01-26,2023
10.1186/s12879-023-08083-5,INV-005834,springer/nature/bmc,BMC Infectious Diseases,gold,2023-02-24,gold,cc-by,2770,6106644698,2023-02-23,2023
10.3389/fgene.2023.1046624,OPP53402,frontiers,Frontiers in Genetics,gold,2023-02-24,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1371/journal.pntd.0011135,OPP1098475,plos,PLOS Neglected Tropical Diseases,gold,2023-02-24,gold,cc-by,2500,PAB 356703.00,2023-05-25,2023
10.3389/fnut.2023.1088208,,frontiers,Frontiers in Nutrition,gold,2023-02-23,gold,cc-by,1290,2023-0911669-2,2023-04-09,2023
10.1001/jamanetworkopen.2023.0070,OPP1142172,american medical association (ama),JAMA Network Open,gold,2023-02-23,gold,cc-by-nc-nd,3000,APC600382206,2023-01-18,2023
10.3389/fpubh.2023.1050789,INV-00583;INV-005834,frontiers,Frontiers in Public Health,gold,2023-02-23,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1371/journal.pgph.0001553,OPP50092,plos,PLOS Global Public Health,gold,2023-02-23,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.1186/s12879-023-08012-6,,springer/nature/bmc,BMC Infectious Diseases,gold,2023-02-22,gold,cc-by,3160,6106644644,2023-02-23,2023
10.1111/mcn.13486,OPP1115464,wiley,Maternal &amp; Child Nutrition,gold,2023-02-22,green,cc-by,3400,5076778,2023-04-09,2023
10.1002/tpg2.20305,,wiley,The Plant Genome,gold,2023-02-22,gold,cc-by,2450,5076778,2023-04-09,2023
10.1080/26410397.2022.2152550,INV-008426,taylor and francis,Sexual and Reproductive Health Matters,gold,2023-02-22,green,cc-by,1920,953465504,2023-01-05,2023
10.3389/fgene.2023.1083221,,frontiers,Frontiers in Genetics,gold,2023-02-22,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fepid.2023.1083114,INV-036442,frontiers,Frontiers in Epidemiology,gold,2023-02-21,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.1186/s12936-023-04490-w,INV-016322,springer/nature/bmc,Malaria Journal,gold,2023-02-21,gold,cc-by,2770,6106644372,2023-03-01,2023
10.3390/v15030597,INV-023514,mdpi,Viruses,gold,2023-02-21,gold,cc-by,2550,BMGF_Q1.2023,2023-04-09,2023
10.1128/msphere.00585-22,OPP1090837,american society for microbiology,mSphere,gold,2023-02-21,gold,cc0,4270,APC600381222,2023-01-15,2023
10.3389/fmicb.2023.1104707,,frontiers,Frontiers in Microbiology,gold,2023-02-21,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fpls.2023.1118082,OPP1199872;INV-027291,frontiers,Frontiers in Plant Science,gold,2023-02-21,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1021/acsinfecdis.3c00012,OPP1066878;OPP1024038,american chemical society,ACS Infectious Diseases,transformative,2023-02-21,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1007/s44155-023-00032-6,OPP1094816,springer/nature/bmc,Discover Social Science and Health,gold,2023-02-20,gold,cc-by,1420,6106645989,2023-03-08,2023
10.3389/fcell.2023.1119220,OPP1154401,frontiers,Frontiers in Cell and Developmental Biology,gold,2023-02-20,gold,cc-by,3230,2023-0887541-1,2023-03-08,2023
10.1021/acsomega.2c05619,OPP1051913,american chemical society,ACS Omega,gold,2023-02-20,gold,cc-by,1690,APC600404415,2023-04-04,2023
10.1186/s12913-023-09086-3,INV-001299,springer/nature/bmc,BMC Health Services Research,gold,2023-02-20,gold,cc-by,3070,6106651802,2023-03-30,2023
10.1021/acssynbio.2c00465,OPP1139488,american chemical society,ACS Synthetic Biology,transformative,2023-02-20,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1038/s41598-023-29797-1,INV-006627;INV-005774,springer/nature/bmc,Scientific Reports,gold,2023-02-20,gold,cc-by,1390,1452412649,2023-04-14,2023
10.1186/s12992-023-00911-2,INV-017300,springer/nature/bmc,Globalization and Health,gold,2023-02-18,gold,cc-by,2970,6106643526,2023-02-20,2023
10.3389/fsufs.2023.1084067,,frontiers,Frontiers in Sustainable Food Systems,gold,2023-02-17,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.1186/s40550-023-00101-3,INV-008459,springer/nature/bmc,Food Safety and Risk,gold,2023-02-17,gold,cc-by,2270,6106634583,2023-01-11,2023
10.1080/23288604.2023.2165429,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-02-17,gold,cc-by,740,6687312924,2023-05-10,2023
10.1080/23288604.2023.2175415,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-02-17,gold,cc-by,740,6687312924,2023-05-10,2023
10.3389/fnut.2023.1104654,OPP47075,frontiers,Frontiers in Nutrition,gold,2023-02-17,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1186/s12905-023-02216-3,INV-009639;OPP10709004,springer/nature/bmc,BMC Women's Health,gold,2023-02-17,gold,cc-by,2770,6106643890,2023-03-01,2023
10.1371/journal.ppat.1011160,INV-033578,plos,PLOS Pathogens,gold,2023-02-17,gold,cc-by,2660,PAB 356703.00,2023-05-25,2023
10.3390/su15043613,INV-032416,mdpi,Sustainability,gold,2023-02-16,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.1097/mop.0000000000001223,INV-009018,wolters kluwer,Current Opinion in Pediatrics,hybrid,2023-02-16,hybrid,cc-by,4430,APC600385653,2023-02-11,2023
10.1038/s43016-023-00695-z,OPP1118810;OPP1196989,springer/nature/bmc,Nature Food,transformative,2023-02-16,hybrid,cc-by,11690,1452383958,2023-02-16,2023
10.3389/fsufs.2023.1058977,OPP1156625,frontiers,Frontiers in Sustainable Food Systems,gold,2023-02-15,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.3390/agronomy13020557,OPP1198373,mdpi,Agronomy,gold,2023-02-15,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.12688/gatesopenres.14375.1,,f1000 research ltd,Gates Open Research,gold,2023-02-15,gold,cc-by,1150,6686127958,2023-03-14,2023
10.1021/acs.jpcb.2c07262,INV-005948,american chemical society,The Journal of Physical Chemistry B,transformative,2023-02-15,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1038/s41467-023-36135-6,OPP1021542;OPP1143707,springer/nature/bmc,Nature Communications,gold,2023-02-14,gold,cc-by,6600,1452375565,2023-02-02,2023
10.3390/foods12040817,INV-008459,mdpi,Foods,gold,2023-02-14,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.3390/vetsci10020155,OPP1127286,mdpi,Veterinary Sciences,gold,2023-02-14,gold,cc-by,1670,BMGF_Q1.2023,2023-04-09,2023
10.3389/fpubh.2023.964789,OPP1178967,frontiers,Frontiers in Public Health,gold,2023-02-14,gold,cc-by,2950,2023-0863623-1,2023-02-11,2023
10.3389/fgwh.2023.1087009,OPP1159547,frontiers,Frontiers in Global Women's Health,gold,2023-02-13,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.3389/fpubh.2023.1079877,INV-005834,frontiers,Frontiers in Public Health,gold,2023-02-13,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fnut.2023.1046686,OPP1199234;INV-010051,frontiers,Frontiers in Nutrition,gold,2023-02-13,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3390/ijerph20043218,OPP1199234;INV-010051,mdpi,International Journal of Environmental Research and Public Health,gold,2023-02-12,gold,cc-by,2450,BMGF_Q1.2023,2023-04-09,2023
10.1186/s12884-023-05411-0,OPP1128907,springer/nature/bmc,BMC Pregnancy and Childbirth,gold,2023-02-11,gold,cc-by,2970,6106640666,2023-02-11,2023
10.1186/s12884-023-05366-2,INV-022373,springer/nature/bmc,BMC Pregnancy and Childbirth,gold,2023-02-11,gold,cc-by,2970,6106637552,2023-01-26,2023
10.3390/v15020501,OPP1180423_20,mdpi,Viruses,gold,2023-02-11,gold,cc-by,1990,BMGF_Q1.2023,2023-04-09,2023
10.1186/s12936-023-04441-5,OPP1181807,springer/nature/bmc,Malaria Journal,gold,2023-02-10,gold,cc-by,2770,6106641528,2023-02-11,2023
10.3389/fsufs.2023.1110964,OPP1007117;OPP1133356,frontiers,Frontiers in Sustainable Food Systems,gold,2023-02-10,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.3390/data8020039,OPP1133205,mdpi,Data,gold,2023-02-10,gold,cc-by,1570,BMGF_Q1.2023,2023-04-09,2023
10.3390/vaccines11020407,INV-021780,mdpi,Vaccines,gold,2023-02-10,gold,cc-by,1200,BMGF_Q1.2023,2023-04-09,2023
10.3390/vaccines11020411,INV-038163,mdpi,Vaccines,gold,2023-02-10,gold,cc-by,1200,BMGF_Q1.2023,2023-04-09,2023
10.3390/antibiotics12020370,OPP1193112,mdpi,Antibiotics,gold,2023-02-10,gold,cc-by,1960,BMGF_Q1.2023,2023-04-09,2023
10.1001/jamanetworkopen.2022.54919,INV-002992,american medical association (ama),JAMA Network Open,gold,2023-02-10,gold,cc-by,3000,APC600378483,2023-01-05,2023
10.3389/fonc.2022.1098218,,frontiers,Frontiers in Oncology,gold,2023-02-10,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fnut.2023.1105207,OPP1215722,frontiers,Frontiers in Nutrition,gold,2023-02-10,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/frwa.2023.1040981,OPP1125067,frontiers,Frontiers in Water,gold,2023-02-09,gold,cc-by,1260,2023-0863623-1,2023-02-11,2023
10.3390/pathogens12020289,OPP1213871,mdpi,Pathogens,gold,2023-02-09,gold,cc-by,2160,BMGF_Q1.2023,2023-04-09,2023
10.3389/ijph.2023.1605510,OPP1190754,frontiers,International Journal of Public Health,gold,2023-02-09,gold,cc-by,2490,2022-SSPH0358297-2,2023-01-30,2023
10.3389/fmicb.2022.1101914,OPP1140133,frontiers,Frontiers in Microbiology,gold,2023-02-09,gold,cc-by,3230,2023-0839645-2,2023-01-07,2023
10.3389/fpsyt.2023.1142608,OPP1142172;INV-007186,frontiers,Frontiers in Psychiatry,gold,2023-02-09,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1371/journal.pgph.0000982,,plos,PLOS Global Public Health,gold,2023-02-09,gold,cc-by,2100,PAB 356703.00,2023-05-25,2023
10.1038/s41598-023-29529-5,OPP1154401,springer/nature/bmc,Scientific Reports,gold,2023-02-08,gold,cc-by,2470,1452383962,2023-02-11,2023
10.1186/s12284-023-00623-6,OPP1194925,springer/nature/bmc,Rice,gold,2023-02-08,gold,cc-by,2970,6106641386,2023-02-07,2023
10.1111/mcn.13485,OPP1190179,wiley,Maternal &amp; Child Nutrition,gold,2023-02-08,gold,cc-by,3400,5076778,2023-04-09,2023
10.1186/s12936-023-04473-x,INV-008483,springer/nature/bmc,Malaria Journal,gold,2023-02-07,gold,cc-by,2770,6106640989,2023-02-07,2023
10.1186/s40352-023-00205-0,INV-035562,springer/nature/bmc,Health &amp; Justice,gold,2023-02-07,gold,cc-by,1670,6106646358,2023-03-08,2023
10.1371/journal.pone.0266792,INV-027961,plos,PLOS ONE,gold,2023-02-07,gold,cc-by,1810,PAB 344669.00,2022-09-28,2022
10.1371/journal.pone.0281484,OPP1138693,plos,PLOS ONE,gold,2023-02-06,gold,cc0,1810,PAB 354406.00,2023-04-14,2023
10.1371/journal.pmed.1004186,OPP1175213,plos,PLOS Medicine,gold,2023-02-06,gold,cc-by,5300,PAB 354407.00,2023-04-14,2023
10.1371/journal.pntd.0010574,OPP1148213,plos,PLOS Neglected Tropical Diseases,gold,2023-02-06,gold,cc-by,2500,PAB 356703.00,2023-05-25,2023
10.3389/fpls.2023.1051840,INV-003446,frontiers,Frontiers in Plant Science,gold,2023-02-06,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fpubh.2023.1100129,OPP1199234;INV-010051,frontiers,Frontiers in Public Health,gold,2023-02-06,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1186/s12879-023-08024-2,INV-007610,springer/nature/bmc,BMC Infectious Diseases,gold,2023-02-06,gold,cc-by,2770,6106642083,2023-02-11,2023
10.3390/s23041794,INV-030223,mdpi,Sensors,gold,2023-02-05,gold,cc-by,2360,BMGF_Q1.2023,2023-04-09,2023
10.3389/fsufs.2023.1068109,OPP1058938,frontiers,Frontiers in Sustainable Food Systems,gold,2023-02-03,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.1186/s12944-023-01776-5,OPP1110668,springer/nature/bmc,Lipids in Health and Disease,gold,2023-02-03,gold,cc-by,2770,6106637937,2023-01-26,2023
10.1371/journal.pone.0275824,OPP1135005,plos,PLOS ONE,gold,2023-02-02,gold,cc-by,1750,PAB 354406.00,2023-04-14,2023
10.1021/acs.molpharmaceut.2c00895,OPP1159809,american chemical society,Molecular Pharmaceutics,transformative,2023-02-02,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1186/s12936-023-04468-8,OPP1116450,springer/nature/bmc,Malaria Journal,gold,2023-02-02,gold,cc-by,1010,1452383961,2023-02-11,2023
10.3390/genes14020395,INV-003439,mdpi,Genes,gold,2023-02-02,gold,cc-by,1830,BMGF_Q1.2023,2023-04-09,2023
10.3389/fnut.2023.1081499,OPP50838;INV-042392,frontiers,Frontiers in Nutrition,gold,2023-02-02,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.3389/fmed.2023.1099926,OPPGH5342,frontiers,Frontiers in Medicine,gold,2023-02-02,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1021/acssynbio.2c00615,INV-003227;OPP1139488,american chemical society,ACS Synthetic Biology,transformative,2023-02-02,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1016/j.eclinm.2022.101800,INV-039481,elsevier,eClinicalMedicine,gold,2023-02-01,gold,cc-by,4500,1275170,2023-03-08,2023
10.12688/gatesopenres.14035.1,INV-017293,f1000 research ltd,Gates Open Research,gold,2023-02-01,gold,cc-by,850,6686127799,2023-02-06,2023
10.1016/j.cdnut.2023.100030,OPP1155626,elsevier,Current Developments in Nutrition,gold,2023-02-01,gold,cc-by,2200,OAD0000279288,2023-03-20,2023
10.1016/j.eclinm.2022.101798,INV-002664,elsevier,eClinicalMedicine,gold,2023-02-01,gold,cc-by,4500,1275170,2023-03-08,2023
10.1371/journal.pone.0277499,INV-009603,plos,PLOS ONE,gold,2023-02-01,gold,cc-by,1810,PAB 354406.00,2023-04-14,2023
10.1016/j.ijid.2022.11.024,INV17293,elsevier,International Journal of Infectious Diseases,gold,2023-02-01,gold,cc-by,2430,1268170,2022-12-05,2022
10.1371/journal.pgph.0001438,OPP1132929,plos,PLOS Global Public Health,gold,2023-02-01,gold,cc-by,2100,PAB 354406.00,2023-04-14,2023
10.1002/jia2.26067,OPP1105071,wiley,Journal of the International AIDS Society,gold,2023-02-01,gold,cc-by,2600,5076778,2023-04-09,2023
10.1136/bmjgh-2022-010745,OPP1099505,bmj,BMJ Global Health,gold,2023-02-01,gold,cc-by,4200,APC600390315,2023-02-16,2023
10.1016/j.eclinm.2022.101797,OPP1152504,elsevier,eClinicalMedicine,gold,2023-02-01,gold,cc-by,4500,1284170,2023-02-06,2023
10.1016/j.jad.2022.10.051,OPP1131320,elsevier,Journal of Affective Disorders,transformative,2023-02-01,hybrid,cc-by,3440,1274170,2023-01-05,2023
10.1038/s41598-023-29095-w,OPP1179599,springer/nature/bmc,Scientific Reports,gold,2023-02-01,gold,cc-by,2510,2938872880,2023-02-11,2023
10.4269/ajtmh.22-0583,OPP1193833,american society of tropical medicine and hygiene,The American Journal of Tropical Medicine and Hygiene,transformative,2023-02-01,hybrid,cc-by,2670,6106620887,2022-12-01,2022
10.1136/bmjopen-2022-067316,INV-007326,bmj,BMJ Open,gold,2023-02-01,gold,cc-by,2480,APC600387562,2023-02-06,2023
10.1016/j.cub.2022.12.051,OPP1172165;OPP1170236,elsevier,Current Biology,transformative,2023-02-01,hybrid,cc-by,6700,1284170,2023-02-06,2023
10.1016/j.vaccine.2023.01.005,INV-008763,elsevier,Vaccine,transformative,2023-02-01,hybrid,cc-by,3350,1284170,2023-02-06,2023
10.1016/j.actatropica.2022.106785,OPP1177156,elsevier,Acta Tropica,transformative,2023-02-01,hybrid,cc-by-nc-nd,2950,1274170,2023-01-05,2023
10.3389/fsoc.2023.961202,OPP1216593,frontiers,Frontiers in Sociology,gold,2023-02-01,gold,cc-by,950,2023-0863623-1,2023-02-11,2023
10.1136/bmjopen-2022-064819,INV-000932,bmj,BMJ Open,gold,2023-02-01,gold,cc-by,2410,APC600390693,2023-02-16,2023
10.1007/s11113-023-09766-2,INV-010453,springer/nature/bmc,Population Research and Policy Review,transformative,2023-02-01,hybrid,cc-by,2970,1452394559,2023-03-08,2023
10.1016/j.fcr.2022.108791,INV-029117,elsevier,Field Crops Research,transformative,2023-02-01,hybrid,cc-by,3970,1275170,2023-03-08,2023
10.1016/j.chom.2023.01.003,OPP1113682,elsevier,Cell Host &amp; Microbe,transformative,2023-02-01,hybrid,cc-by-nc-nd,8900,1289170,2023-03-08,2023
10.12688/gatesopenres.14267.1,INV-003519,f1000 research ltd,Gates Open Research,gold,2023-02-01,gold,cc-by,1150,6686127799,2023-02-06,2023
10.1016/j.eclinm.2022.101789,INV-031449;INV-003174,elsevier,eClinicalMedicine,gold,2023-02-01,gold,cc-by-nc-nd,3500,1300171,2023-06-22,2023
10.1016/s2214-109x(22)00515-0,,elsevier,The Lancet Global Health,gold,2023-02-01,gold,cc-by,4250,1292170,2023-06-22,2023
10.1016/j.jpsychires.2022.12.021,OPP1142172;INV-007186,elsevier,Journal of Psychiatric Research,transformative,2023-02-01,hybrid,cc-by,3170,1284170,2023-02-06,2023
10.1186/s12961-022-00956-6,INV-005254,springer/nature/bmc,Health Research Policy and Systems,gold,2023-01-31,gold,cc-by,2970,6106637387,2023-01-23,2023
10.5897/ajar2022.16214,OPP1075938,academic journals,African Journal of Agricultural Research,gold,2023-01-31,gold,cc-by,600,000120-22-AJAR,2023-01-05,2023
10.12688/gatesopenres.14287.1,INV-039889,f1000 research ltd,Gates Open Research,gold,2023-01-30,gold,cc-by,850,6686127799,2023-02-06,2023
10.1038/s41467-023-36002-4,OPP1032115,springer/nature/bmc,Nature Communications,gold,2023-01-30,gold,cc-by,6290,1452374607,2023-01-30,2023
10.1371/journal.pgph.0001106,OPP1017337,plos,PLOS Global Public Health,gold,2023-01-30,gold,cc-by,2100,PAB 354406.00,2023-04-14,2023
10.1016/j.antiviral.2022.105506,INV-00636;OPP1199552,elsevier,Antiviral Research,transformative,2023-01-30,hybrid,cc-by,3620,1284170,2023-02-06,2023
10.12688/gatesopenres.14202.1,INV-023013,f1000 research ltd,Gates Open Research,gold,2023-01-27,gold,cc-by,1150,6686127656,2023-01-07,2023
10.1186/s12978-023-01568-1,,springer/nature/bmc,Reproductive Health,gold,2023-01-27,gold,cc-by,2970,6106636864,2023-01-26,2023
10.1126/sciadv.ade7607,INV-001902,american association for the advancement of science (aaas),Science Advances,gold,2023-01-27,gold,cc-by,4500,APC600375973,2023-02-23,2023
10.1371/journal.pwat.0000041,INV-007345,plos,PLOS Water,gold,2023-01-26,gold,cc-by,2100,PAB 354406.00,2023-04-14,2023
10.3389/faquc.2022.1052097,INV-009865,frontiers,Frontiers in Aquaculture,hybrid,2023-01-26,hybrid,cc-by,2080,2023-0839645-2,2023-01-07,2023
10.1021/acsestengg.2c00337,INV-040790;INV-003227,american chemical society,ACS ES&amp;T Engineering,transformative,2023-01-26,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.1093/g3journal/jkad025,INV-003439,oxford university press,G3 Genes|Genomes|Genetics,gold,2023-01-26,gold,cc-by,2220,E15999714,2023-02-06,2023
10.3389/fpls.2023.1042701,OPP1175661,frontiers,Frontiers in Plant Science,gold,2023-01-26,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1186/s12936-023-04463-z,INV-002092,springer/nature/bmc,Malaria Journal,gold,2023-01-26,gold,cc-by,2770,6106671805,2023-06-30,2023
10.3389/fanim.2022.998012,OPP11755487,frontiers,Frontiers in Animal Science,gold,2023-01-25,gold,cc-by,1150,2022-0784335-1,2022-11-11,2022
10.3389/fcomm.2023.995538,INV-016977,frontiers,Frontiers in Communication,gold,2023-01-25,gold,cc-by,700,2023-0863623-1,2023-02-11,2023
10.1186/s12936-023-04453-1,INV-009652,springer/nature/bmc,Malaria Journal,gold,2023-01-25,gold,cc-by,1010,1452383959,2023-02-20,2023
10.1371/journal.pgph.0001179,OPP1203377,plos,PLOS Global Public Health,gold,2023-01-25,gold,cc-by,2100,PAB 354406.00,2023-04-14,2023
10.3390/v15020346,INV-005948,mdpi,Viruses,gold,2023-01-25,gold,cc-by,2360,BMGF_Q1.2023,2023-04-09,2023
10.1080/23288604.2022.2163470,OPP1202541,taylor and francis,Health Systems &amp; Reform,gold,2023-01-25,gold,cc-by,740,6687312924,2023-05-10,2023
10.1186/s12916-023-02734-9,INV-016826,springer/nature/bmc,BMC Medicine,gold,2023-01-24,gold,cc-by,3770,6106637420,2023-01-26,2023
10.1021/acs.analchem.2c03210,OPP1139488;INV-040790,american chemical society,Analytical Chemistry,transformative,2023-01-24,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.3389/fpls.2023.1070302,INV-003439;OPP1134248,frontiers,Frontiers in Plant Science,gold,2023-01-24,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1038/s41560-022-01187-3,OPP1131279,springer/nature/bmc,Nature Energy,transformative,2023-01-23,hybrid,cc-by,11390,1452367531,2023-01-20,2023
10.3389/fpls.2023.1089759,INV-007637,frontiers,Frontiers in Plant Science,gold,2023-01-23,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1038/s41598-023-27698-x,INV-030570,springer/nature/bmc,Scientific Reports,gold,2023-01-21,gold,cc-by,2470,2938833159,2023-01-20,2023
10.1186/s12936-022-04414-0,INV-047975;OPP1148615,springer/nature/bmc,Malaria Journal,gold,2023-01-20,gold,cc-by,2190,6106633996,2023-01-11,2023
10.3389/fpls.2023.1086757,INV-003439;OPP1134248;OPPGD1017,frontiers,Frontiers in Plant Science,gold,2023-01-20,gold,cc-by,3230,2023-0863623-1,2023-02-11,2023
10.1021/acs.molpharmaceut.2c00942,OPP1160408,american chemical society,Molecular Pharmaceutics,transformative,2023-01-20,hybrid,cc-by,3000,APC600404418,2023-04-04,2023
10.12688/gatesopenres.13570.3,INV-010051,f1000 research ltd,Gates Open Research,gold,2023-01-20,gold,cc-by,1150,6686126506,2022-05-06,2022
10.3389/fsufs.2022.1052437,OPP1212988,frontiers,Frontiers in Sustainable Food Systems,gold,2023-01-19,gold,cc-by,2080,2023-0863623-1,2023-02-11,2023
10.3389/fsufs.2022.854856,OPP1134248,frontiers,Frontiers in Sustainable Food Systems,gold,2023-01-19,gold,cc-by,950,2022-0813907-1,2022-12-12,2022
